,indicator,group,state,subgroup,week,week_label,value,lowci,highci,confidence_interval,quartile_range
2046,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,10,July 2 - July 7,40.7,39.3,42.2,39.3 - 42.2,
2047,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,10,July 2 - July 7,42.2,41,43.4,41.0 - 43.4,
2048,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,10,July 2 - July 7,31.7,30.9,32.5,30.9 - 32.5,
2049,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,10,July 2 - July 7,39.6,36,43.3,36.0 - 43.3,38.1-40.6
2050,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,10,July 2 - July 7,32.9,28.4,37.7,28.4 - 37.7,30.9-34.8
2051,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,10,July 2 - July 7,42.4,38,46.8,38.0 - 46.8,40.7-44.8
2052,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,10,July 2 - July 7,41.2,36.5,45.9,36.5 - 45.9,40.7-44.8
2053,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,10,July 2 - July 7,39.4,36.8,42,36.8 - 42.0,38.1-40.6
2054,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,10,July 2 - July 7,42.4,38.1,46.7,38.1 - 46.7,40.7-44.8
2055,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,10,July 2 - July 7,39,34.3,43.8,34.3 - 43.8,38.1-40.6
2056,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,10,July 2 - July 7,31.5,27.1,36.1,27.1 - 36.1,30.9-34.8
2057,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,10,July 2 - July 7,37.8,30.8,45.1,30.8 - 45.1,34.9-38.0
2058,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,10,July 2 - July 7,42,38.6,45.6,38.6 - 45.6,40.7-44.8
2059,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,10,July 2 - July 7,38,33.4,42.7,33.4 - 42.7,34.9-38.0
2060,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,10,July 2 - July 7,37.1,32.3,42.2,32.3 - 42.2,34.9-38.0
2061,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,10,July 2 - July 7,37.7,32.8,42.9,32.8 - 42.9,34.9-38.0
2062,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,10,July 2 - July 7,39.4,35.2,43.8,35.2 - 43.8,38.1-40.6
2063,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,10,July 2 - July 7,39,35.1,43.1,35.1 - 43.1,38.1-40.6
2064,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,10,July 2 - July 7,31.6,27.4,36.1,27.4 - 36.1,30.9-34.8
2065,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,10,July 2 - July 7,35.8,31.5,40.2,31.5 - 40.2,34.9-38.0
2066,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,10,July 2 - July 7,39.9,34.5,45.5,34.5 - 45.5,38.1-40.6
2067,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,10,July 2 - July 7,44.8,40.2,49.5,40.2 - 49.5,40.7-44.8
2068,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,10,July 2 - July 7,36.3,32.3,40.4,32.3 - 40.4,34.9-38.0
2069,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,10,July 2 - July 7,36.1,31.8,40.5,31.8 - 40.5,34.9-38.0
2070,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,10,July 2 - July 7,33.4,29.4,37.5,29.4 - 37.5,30.9-34.8
2071,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,10,July 2 - July 7,36.7,32.2,41.2,32.2 - 41.2,34.9-38.0
2072,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,10,July 2 - July 7,31.1,27.2,35.1,27.2 - 35.1,30.9-34.8
2073,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,10,July 2 - July 7,43.7,39.3,48.2,39.3 - 48.2,40.7-44.8
2074,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,10,July 2 - July 7,40.6,35.6,45.8,35.6 - 45.8,38.1-40.6
2075,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,10,July 2 - July 7,34.3,30.4,38.3,30.4 - 38.3,30.9-34.8
2076,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,10,July 2 - July 7,30.9,26.1,35.9,26.1 - 35.9,30.9-34.8
2077,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,10,July 2 - July 7,44.8,39.9,49.7,39.9 - 49.7,40.7-44.8
2078,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,10,July 2 - July 7,35.7,30.6,41.1,30.6 - 41.1,34.9-38.0
2079,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,10,July 2 - July 7,38.2,34.1,42.4,34.1 - 42.4,38.1-40.6
2080,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,10,July 2 - July 7,43.3,39,47.6,39.0 - 47.6,40.7-44.8
2081,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,10,July 2 - July 7,39.7,35.4,44,35.4 - 44.0,38.1-40.6
2082,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,10,July 2 - July 7,38.4,34.1,42.8,34.1 - 42.8,38.1-40.6
2083,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,10,July 2 - July 7,32.6,26.7,39,26.7 - 39.0,30.9-34.8
2084,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,10,July 2 - July 7,34.9,29.9,40.1,29.9 - 40.1,34.9-38.0
2085,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,10,July 2 - July 7,42.9,38.1,47.7,38.1 - 47.7,40.7-44.8
2086,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,10,July 2 - July 7,39.7,35.8,43.8,35.8 - 43.8,38.1-40.6
2087,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,10,July 2 - July 7,37.2,32.3,42.3,32.3 - 42.3,34.9-38.0
2088,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,10,July 2 - July 7,34.8,29,40.8,29.0 - 40.8,30.9-34.8
2089,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,10,July 2 - July 7,38.6,33.7,43.6,33.7 - 43.6,38.1-40.6
2090,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,10,July 2 - July 7,35.2,28.5,42.4,28.5 - 42.4,34.9-38.0
2091,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,10,July 2 - July 7,41.9,37.7,46.1,37.7 - 46.1,40.7-44.8
2092,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,10,July 2 - July 7,41.6,38.8,44.4,38.8 - 44.4,40.7-44.8
2093,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,10,July 2 - July 7,34.7,30.2,39.5,30.2 - 39.5,30.9-34.8
2094,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,10,July 2 - July 7,32.2,25.4,39.6,25.4 - 39.6,30.9-34.8
2095,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,10,July 2 - July 7,38.5,34.1,43,34.1 - 43.0,38.1-40.6
2096,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,10,July 2 - July 7,42,38.9,45.1,38.9 - 45.1,40.7-44.8
2097,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,10,July 2 - July 7,34.6,29.1,40.5,29.1 - 40.5,30.9-34.8
2098,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,10,July 2 - July 7,34.1,29.4,39.1,29.4 - 39.1,30.9-34.8
2099,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,10,July 2 - July 7,36,30.9,41.4,30.9 - 41.4,34.9-38.0
2100,Symptoms of Depressive Disorder,National Estimate,United States,United States,11,July 9 - July 14,28.1,27.3,28.9,27.3 - 28.9,
2101,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,11,July 9 - July 14,39,36.6,41.5,36.6 - 41.5,
2102,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,11,July 9 - July 14,32.3,30.6,33.9,30.6 - 33.9,
2103,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,11,July 9 - July 14,28.5,27,30.1,27.0 - 30.1,
2104,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,11,July 9 - July 14,29.2,27.1,31.3,27.1 - 31.3,
2105,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,11,July 9 - July 14,21.7,19.9,23.6,19.9 - 23.6,
2106,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,11,July 9 - July 14,13.9,12.1,15.8,12.1 - 15.8,
2107,Symptoms of Depressive Disorder,By Age,United States,80 years and above,11,July 9 - July 14,12,9.2,15.2,9.2 - 15.2,
2108,Symptoms of Depressive Disorder,By Gender,United States,Male,11,July 9 - July 14,26,24.6,27.4,24.6 - 27.4,
2109,Symptoms of Depressive Disorder,By Gender,United States,Female,11,July 9 - July 14,30,29,31.1,29.0 - 31.1,
2110,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,11,July 9 - July 14,31,28.5,33.6,28.5 - 33.6,
2111,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",11,July 9 - July 14,26.6,25.8,27.4,25.8 - 27.4,
2112,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",11,July 9 - July 14,30,28,32,28.0 - 32.0,
2113,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",11,July 9 - July 14,26.4,22.2,30.9,22.2 - 30.9,
2114,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",11,July 9 - July 14,36.1,32.3,40,32.3 - 40.0,
2115,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,11,July 9 - July 14,34.9,30.1,39.9,30.1 - 39.9,
2116,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,11,July 9 - July 14,28.6,27.1,30.1,27.1 - 30.1,
2117,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,11,July 9 - July 14,32.3,31,33.6,31.0 - 33.6,
2118,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,11,July 9 - July 14,21.6,20.6,22.6,20.6 - 22.6,
2119,Symptoms of Depressive Disorder,By State,Alabama,Alabama,11,July 9 - July 14,30.4,26,35.1,26.0 - 35.1,27.3-30.7
2120,Symptoms of Depressive Disorder,By State,Alaska,Alaska,11,July 9 - July 14,27.4,22.6,32.5,22.6 - 32.5,27.3-30.7
2121,Symptoms of Depressive Disorder,By State,Arizona,Arizona,11,July 9 - July 14,33.9,29.5,38.6,29.5 - 38.6,30.8-36.1
2122,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,11,July 9 - July 14,34.8,30.7,39.1,30.7 - 39.1,30.8-36.1
2123,Symptoms of Depressive Disorder,By State,California,California,11,July 9 - July 14,31.8,29,34.7,29.0 - 34.7,30.8-36.1
2124,Symptoms of Depressive Disorder,By State,Colorado,Colorado,11,July 9 - July 14,26.1,21.3,31.5,21.3 - 31.5,24.1-27.2
2125,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,11,July 9 - July 14,26.7,22.6,31.1,22.6 - 31.1,24.1-27.2
2126,Symptoms of Depressive Disorder,By State,Delaware,Delaware,11,July 9 - July 14,23.3,19.7,27.2,19.7 - 27.2,17.7-24.0
2127,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,11,July 9 - July 14,20.8,14.6,28.1,14.6 - 28.1,17.7-24.0
2128,Symptoms of Depressive Disorder,By State,Florida,Florida,11,July 9 - July 14,31.7,27.8,35.9,27.8 - 35.9,30.8-36.1
2129,Symptoms of Depressive Disorder,By State,Georgia,Georgia,11,July 9 - July 14,29,24.5,33.8,24.5 - 33.8,27.3-30.7
2130,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,11,July 9 - July 14,28.3,23.7,33.2,23.7 - 33.2,27.3-30.7
2131,Symptoms of Depressive Disorder,By State,Idaho,Idaho,11,July 9 - July 14,27.5,24.2,31,24.2 - 31.0,27.3-30.7
2132,Symptoms of Depressive Disorder,By State,Illinois,Illinois,11,July 9 - July 14,23.7,19.5,28.3,19.5 - 28.3,17.7-24.0
2133,Symptoms of Depressive Disorder,By State,Indiana,Indiana,11,July 9 - July 14,29.4,25.8,33.3,25.8 - 33.3,27.3-30.7
2134,Symptoms of Depressive Disorder,By State,Iowa,Iowa,11,July 9 - July 14,17.7,14.2,21.8,14.2 - 21.8,17.7-24.0
2135,Symptoms of Depressive Disorder,By State,Kansas,Kansas,11,July 9 - July 14,24.8,20.5,29.5,20.5 - 29.5,24.1-27.2
2136,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,11,July 9 - July 14,30.7,26.3,35.3,26.3 - 35.3,27.3-30.7
2137,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,11,July 9 - July 14,31.1,26.6,35.8,26.6 - 35.8,30.8-36.1
2138,Symptoms of Depressive Disorder,By State,Maine,Maine,11,July 9 - July 14,22.4,17.7,27.8,17.7 - 27.8,17.7-24.0
2139,Symptoms of Depressive Disorder,By State,Maryland,Maryland,11,July 9 - July 14,22.2,18.7,25.9,18.7 - 25.9,17.7-24.0
2140,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,11,July 9 - July 14,23.8,20,27.9,20.0 - 27.9,17.7-24.0
2141,Symptoms of Depressive Disorder,By State,Michigan,Michigan,11,July 9 - July 14,23,20,26.2,20.0 - 26.2,17.7-24.0
2142,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,11,July 9 - July 14,22,18.2,26.2,18.2 - 26.2,17.7-24.0
2143,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,11,July 9 - July 14,36.1,30.5,42.1,30.5 - 42.1,30.8-36.1
2144,Symptoms of Depressive Disorder,By State,Missouri,Missouri,11,July 9 - July 14,25.8,21.8,30.2,21.8 - 30.2,24.1-27.2
2145,Symptoms of Depressive Disorder,By State,Montana,Montana,11,July 9 - July 14,28.5,24.9,32.3,24.9 - 32.3,27.3-30.7
2146,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,11,July 9 - July 14,26.4,22.6,30.4,22.6 - 30.4,24.1-27.2
2147,Symptoms of Depressive Disorder,By State,Nevada,Nevada,11,July 9 - July 14,33.3,28.9,37.9,28.9 - 37.9,30.8-36.1
2148,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,11,July 9 - July 14,28.7,23,35.1,23.0 - 35.1,27.3-30.7
2149,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,11,July 9 - July 14,28.7,25.5,32,25.5 - 32.0,27.3-30.7
2150,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,11,July 9 - July 14,30.1,25.6,34.9,25.6 - 34.9,27.3-30.7
2151,Symptoms of Depressive Disorder,By State,New York,New York,11,July 9 - July 14,25,21.1,29.1,21.1 - 29.1,24.1-27.2
2152,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,11,July 9 - July 14,26.4,21.3,32.1,21.3 - 32.1,24.1-27.2
2153,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,11,July 9 - July 14,25.2,19.8,31.1,19.8 - 31.1,24.1-27.2
2154,Symptoms of Depressive Disorder,By State,Ohio,Ohio,11,July 9 - July 14,21.2,17.8,25,17.8 - 25.0,17.7-24.0
2155,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,11,July 9 - July 14,30.8,26.9,35,26.9 - 35.0,30.8-36.1
2156,Symptoms of Depressive Disorder,By State,Oregon,Oregon,11,July 9 - July 14,31.7,27.9,35.5,27.9 - 35.5,30.8-36.1
2157,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,11,July 9 - July 14,27.5,23.3,32.1,23.3 - 32.1,27.3-30.7
2158,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,11,July 9 - July 14,31.1,25.3,37.4,25.3 - 37.4,30.8-36.1
2159,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,11,July 9 - July 14,25.3,20.5,30.7,20.5 - 30.7,24.1-27.2
2160,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,11,July 9 - July 14,24.1,18.9,30.1,18.9 - 30.1,24.1-27.2
2161,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,11,July 9 - July 14,31.4,26.9,36.1,26.9 - 36.1,30.8-36.1
2162,Symptoms of Depressive Disorder,By State,Texas,Texas,11,July 9 - July 14,32.2,29,35.5,29.0 - 35.5,30.8-36.1
2163,Symptoms of Depressive Disorder,By State,Utah,Utah,11,July 9 - July 14,24.2,20.8,27.9,20.8 - 27.9,24.1-27.2
2164,Symptoms of Depressive Disorder,By State,Vermont,Vermont,11,July 9 - July 14,20.7,15.2,27.1,15.2 - 27.1,17.7-24.0
2165,Symptoms of Depressive Disorder,By State,Virginia,Virginia,11,July 9 - July 14,24,19.9,28.5,19.9 - 28.5,17.7-24.0
2166,Symptoms of Depressive Disorder,By State,Washington,Washington,11,July 9 - July 14,27.2,23.7,30.9,23.7 - 30.9,24.1-27.2
2167,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,11,July 9 - July 14,29.4,25.4,33.5,25.4 - 33.5,27.3-30.7
2168,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,11,July 9 - July 14,24.6,20.5,29,20.5 - 29.0,24.1-27.2
2169,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,11,July 9 - July 14,21.7,17.3,26.6,17.3 - 26.6,17.7-24.0
2170,Symptoms of Anxiety Disorder,National Estimate,United States,United States,11,July 9 - July 14,35.6,34.7,36.5,34.7 - 36.5,
2171,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,11,July 9 - July 14,47.7,45.3,50.1,45.3 - 50.1,
2172,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,11,July 9 - July 14,42.9,41.2,44.6,41.2 - 44.6,
2173,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,11,July 9 - July 14,37.7,35.9,39.5,35.9 - 39.5,
2174,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,11,July 9 - July 14,34.7,32.6,36.8,32.6 - 36.8,
2175,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,11,July 9 - July 14,27.8,25.9,29.7,25.9 - 29.7,
2176,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,11,July 9 - July 14,17.8,15.8,20,15.8 - 20.0,
2177,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,11,July 9 - July 14,15.6,11.9,20,11.9 - 20.0,
2178,Symptoms of Anxiety Disorder,By Gender,United States,Male,11,July 9 - July 14,31.5,30.2,32.9,30.2 - 32.9,
2179,Symptoms of Anxiety Disorder,By Gender,United States,Female,11,July 9 - July 14,39.4,38.3,40.6,38.3 - 40.6,
2180,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,11,July 9 - July 14,39.3,36.2,42.4,36.2 - 42.4,
2181,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",11,July 9 - July 14,34.1,33.2,35.1,33.2 - 35.1,
2182,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",11,July 9 - July 14,36.9,34.7,39.1,34.7 - 39.1,
2183,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",11,July 9 - July 14,30.2,26.2,34.4,26.2 - 34.4,
2184,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",11,July 9 - July 14,46.2,42.3,50.1,42.3 - 50.1,
2185,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,11,July 9 - July 14,44,38.4,49.6,38.4 - 49.6,
2186,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,11,July 9 - July 14,34.6,32.9,36.2,32.9 - 36.2,
2187,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,11,July 9 - July 14,39.3,38.1,40.6,38.1 - 40.6,
2188,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,11,July 9 - July 14,30.6,29.7,31.5,29.7 - 31.5,
2189,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,11,July 9 - July 14,34.9,30.4,39.6,30.4 - 39.6,34.3-37.8
2190,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,11,July 9 - July 14,35.1,30.1,40.3,30.1 - 40.3,34.3-37.8
2191,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,11,July 9 - July 14,39.9,35.3,44.6,35.3 - 44.6,37.9-42.8
2192,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,11,July 9 - July 14,40,35,45.2,35.0 - 45.2,37.9-42.8
2193,Symptoms of Anxiety Disorder,By State,California,California,11,July 9 - July 14,39.1,35.6,42.7,35.6 - 42.7,37.9-42.8
2194,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,11,July 9 - July 14,35.2,30.3,40.3,30.3 - 40.3,34.3-37.8
2195,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,11,July 9 - July 14,31,26.9,35.3,26.9 - 35.3,23.8-31.0
2196,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,11,July 9 - July 14,31,26.9,35.3,26.9 - 35.3,23.8-31.0
2197,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,11,July 9 - July 14,23.8,17.1,31.6,17.1 - 31.6,23.8-31.0
2198,Symptoms of Anxiety Disorder,By State,Florida,Florida,11,July 9 - July 14,39,35,43.2,35.0 - 43.2,37.9-42.8
2199,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,11,July 9 - July 14,37.1,32.1,42.4,32.1 - 42.4,34.3-37.8
2200,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,11,July 9 - July 14,31.4,26.6,36.5,26.6 - 36.5,31.1-34.2
2201,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,11,July 9 - July 14,32.4,28.6,36.4,28.6 - 36.4,31.1-34.2
2202,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,11,July 9 - July 14,28.9,25.1,32.9,25.1 - 32.9,23.8-31.0
2203,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,11,July 9 - July 14,36.8,33.1,40.6,33.1 - 40.6,34.3-37.8
2204,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,11,July 9 - July 14,25.2,21.4,29.2,21.4 - 29.2,23.8-31.0
2205,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,11,July 9 - July 14,28.8,25,32.9,25.0 - 32.9,23.8-31.0
2206,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,11,July 9 - July 14,37.8,33.5,42.1,33.5 - 42.1,34.3-37.8
2207,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,11,July 9 - July 14,40.6,35.5,45.8,35.5 - 45.8,37.9-42.8
2208,Symptoms of Anxiety Disorder,By State,Maine,Maine,11,July 9 - July 14,26.9,22.2,32,22.2 - 32.0,23.8-31.0
2209,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,11,July 9 - July 14,29.9,26.7,33.3,26.7 - 33.3,23.8-31.0
2210,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,11,July 9 - July 14,34.2,29.6,39,29.6 - 39.0,31.1-34.2
2211,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,11,July 9 - July 14,31.7,27.6,36.1,27.6 - 36.1,31.1-34.2
2212,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,11,July 9 - July 14,27.5,23.4,31.8,23.4 - 31.8,23.8-31.0
2213,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,11,July 9 - July 14,38,32.2,44.1,32.2 - 44.1,37.9-42.8
2214,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,11,July 9 - July 14,35.3,30.9,39.9,30.9 - 39.9,34.3-37.8
2215,Symptoms of Anxiety Disorder,By State,Montana,Montana,11,July 9 - July 14,35.6,31.1,40.2,31.1 - 40.2,34.3-37.8
2216,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,11,July 9 - July 14,31.3,26.7,36.3,26.7 - 36.3,31.1-34.2
2217,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,11,July 9 - July 14,42.8,37.8,47.8,37.8 - 47.8,37.9-42.8
2218,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,11,July 9 - July 14,28.9,24,34.1,24.0 - 34.1,23.8-31.0
2219,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,11,July 9 - July 14,37.1,33.2,41.1,33.2 - 41.1,34.3-37.8
2220,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,11,July 9 - July 14,38.6,33.8,43.6,33.8 - 43.6,37.9-42.8
2221,Symptoms of Anxiety Disorder,By State,New York,New York,11,July 9 - July 14,34.2,29.2,39.6,29.2 - 39.6,31.1-34.2
2222,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,11,July 9 - July 14,34,29.2,39.1,29.2 - 39.1,31.1-34.2
2223,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,11,July 9 - July 14,30.5,24.6,36.9,24.6 - 36.9,23.8-31.0
2224,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,11,July 9 - July 14,31.7,27.7,35.9,27.7 - 35.9,31.1-34.2
2225,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,11,July 9 - July 14,40.1,35.8,44.4,35.8 - 44.4,37.9-42.8
2226,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,11,July 9 - July 14,38.6,34.3,43,34.3 - 43.0,37.9-42.8
2227,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,11,July 9 - July 14,34.2,30,38.6,30.0 - 38.6,31.1-34.2
2228,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,11,July 9 - July 14,36.5,30.3,43.1,30.3 - 43.1,34.3-37.8
2229,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,11,July 9 - July 14,30.7,24.5,37.4,24.5 - 37.4,23.8-31.0
2230,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,11,July 9 - July 14,32.6,26.6,39,26.6 - 39.0,31.1-34.2
