,phase,indicator,group,state,subgroup,time_period,time_period_label,value,lowci,highci,confidence_interval,quartile_range,age,CASE_RATE,HOSPITALIZED_RATE,DEATH_RATE,date,period,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
Citywide,,,,,,,,,,,,,,2456.58,636.81,207.03,06-13-2020,7,206322.0,53484.0,17388.0
0-17,,,,,,,,,,,,,,332.33,29.94,0.64,06-14-2020,7,5739.0,517.0,11.0
18-44,,,,,,,,,,,,,,2246.77,249.13,20.39,06-14-2020,7,75709.0,8395.0,687.0
45-64,,,,,,,,,,,,,,3644.56,875.37,189.0,06-14-2020,7,74934.0,17998.0,3886.0
65-74,,,,,,,,,,,,,,3650.03,1695.99,622.21,06-14-2020,7,25518.0,11857.0,4350.0
75+,,,,,,,,,,,,,,4435.3,2703.78,1550.35,06-14-2020,7,24260.0,14789.0,8480.0
Citywide,,,,,,,,,,,,,,2459.96,637.68,207.35,06-14-2020,7,206606.0,53557.0,17415.0
0-17,,,,,,,,,,,,,,333.25,30.0,0.64,06-15-2020,7,5755.0,518.0,11.0
18-44,,,,,,,,,,,,,,2251.16,249.28,20.42,06-15-2020,7,75857.0,8400.0,688.0
45-64,,,,,,,,,,,,,,3652.3,875.47,189.3,06-15-2020,7,75093.0,18000.0,3892.0
65-74,,,,,,,,,,,,,,3657.75,1696.14,622.78,06-15-2020,7,25572.0,11858.0,4354.0
75+,,,,,,,,,,,,,,4446.82,2704.69,1551.62,06-15-2020,7,24323.0,14794.0,8487.0
Citywide,,,,,,,,,,,,,,2465.24,637.85,207.57,06-15-2020,7,207049.0,53571.0,17433.0
0-17,,,,,,,,,,,,,,334.0,30.17,0.64,06-16-2020,7,5768.0,521.0,11.0
18-44,,,,,,,,,,,,,,2254.69,249.61,20.45,06-16-2020,7,75976.0,8411.0,689.0
45-64,,,,,,,,,,,,,,3658.57,876.1,189.68,06-16-2020,7,75222.0,18013.0,3900.0
65-74,,,,,,,,,,,,,,3661.76,1696.71,623.64,06-16-2020,7,25600.0,11862.0,4360.0
75+,,,,,,,,,,,,,,4452.49,2705.97,1552.9,06-16-2020,7,24354.0,14801.0,8494.0
Citywide,,,,,,,,,,,,,,2469.09,638.3,207.83,06-16-2020,7,207373.0,53609.0,17455.0
0-17,,,,,,,,,,,,,,335.22,30.81,0.64,06-17-2020,8,5789.0,532.0,11.0
18-44,,,,,,,,,,,,,,2259.91,253.55,20.48,06-17-2020,8,76152.0,8544.0,690.0
45-64,,,,,,,,,,,,,,3666.65,884.42,190.22,06-17-2020,8,75388.0,18184.0,3911.0
65-74,,,,,,,,,,,,,,3668.62,1712.3,624.64,06-17-2020,8,25648.0,11971.0,4367.0
75+,,,,,,,,,,,,,,4459.07,2730.84,1555.28,06-17-2020,8,24390.0,14937.0,8507.0
Citywide,,,,,,,,,,,,,,2474.43,644.98,208.21,06-17-2020,8,207821.0,54170.0,17487.0
0-17,,,,,,,,,,,,,,335.92,30.86,0.64,06-18-2020,8,5801.0,533.0,11.0
18-44,,,,,,,,,,,,,,2263.15,253.73,20.48,06-18-2020,8,76261.0,8550.0,690.0
45-64,,,,,,,,,,,,,,3671.8,885.0,190.41,06-18-2020,8,75494.0,18196.0,3915.0
65-74,,,,,,,,,,,,,,3672.06,1713.87,625.07,06-18-2020,8,25672.0,11982.0,4370.0
75+,,,,,,,,,,,,,,4463.64,2732.67,1557.66,06-18-2020,8,24415.0,14947.0,8520.0
Citywide,,,,,,,,,,,,,,2477.71,645.45,208.45,06-18-2020,8,208097.0,54210.0,17507.0
0-17,,,,,,,,,,,,,,336.96,30.98,0.64,06-19-2020,8,5819.0,535.0,11.0
18-44,,,,,,,,,,,,,,2267.04,254.21,20.54,06-19-2020,8,76392.0,8566.0,692.0
45-64,,,,,,,,,,,,,,3677.98,885.58,190.56,06-19-2020,8,75621.0,18208.0,3918.0
65-74,,,,,,,,,,,,,,3676.63,1714.59,626.5,06-19-2020,8,25704.0,11987.0,4380.0
75+,,,,,,,,,,,,,,4472.6,2734.68,1562.05,06-19-2020,8,24464.0,14958.0,8544.0
Citywide,,,,,,,,,,,,,,2481.98,646.0,208.91,06-19-2020,8,208455.0,54256.0,17546.0
0-17,,,,,,,,,,,,,,337.71,31.15,0.64,06-20-2020,8,5832.0,538.0,11.0
18-44,,,,,,,,,,,,,,2270.86,254.56,20.54,06-20-2020,8,76521.0,8578.0,692.0
45-64,,,,,,,,,,,,,,3682.94,885.73,190.9,06-20-2020,8,75723.0,18211.0,3925.0
65-74,,,,,,,,,,,,,,3680.49,1715.3,626.79,06-20-2020,8,25731.0,11992.0,4382.0
75+,,,,,,,,,,,,,,4479.0,2734.86,1563.51,06-20-2020,8,24499.0,14959.0,8552.0
Citywide,,,,,,,,,,,,,,2485.64,646.29,209.11,06-20-2020,8,208763.0,54280.0,17563.0
0-17,,,,,,,,,,,,,,339.74,31.21,0.64,06-21-2020,8,5867.0,539.0,11.0
18-44,,,,,,,,,,,,,,2277.69,255.13,20.57,06-21-2020,8,76751.0,8597.0,693.0
45-64,,,,,,,,,,,,,,3691.99,886.36,191.14,06-21-2020,8,75909.0,18224.0,3930.0
65-74,,,,,,,,,,,,,,3688.79,1716.31,628.08,06-21-2020,8,25789.0,11999.0,4391.0
75+,,,,,,,,,,,,,,4486.31,2739.43,1566.8,06-21-2020,8,24539.0,14984.0,8570.0
Citywide,,,,,,,,,,,,,,2492.19,647.06,209.51,06-21-2020,8,209313.0,54345.0,17596.0
0-17,,,,,,,,,,,,,,340.14,31.33,0.64,06-22-2020,8,5874.0,541.0,11.0
18-44,,,,,,,,,,,,,,2280.75,255.69,20.6,06-22-2020,8,76854.0,8616.0,694.0
45-64,,,,,,,,,,,,,,3696.31,887.24,191.87,06-22-2020,8,75998.0,18242.0,3945.0
65-74,,,,,,,,,,,,,,3692.51,1718.31,629.94,06-22-2020,8,25815.0,12013.0,4404.0
75+,,,,,,,,,,,,,,4489.97,2741.99,1568.81,06-22-2020,8,24559.0,14998.0,8581.0
Citywide,,,,,,,,,,,,,,2495.16,647.86,209.98,06-22-2020,8,209562.0,54412.0,17636.0
0-17,,,,,,,,,,,,,,340.72,31.33,0.64,06-23-2020,8,5884.0,541.0,11.0
18-44,,,,,,,,,,,,,,2285.38,255.69,20.65,06-23-2020,8,77010.0,8616.0,696.0
45-64,,,,,,,,,,,,,,3701.28,887.33,192.12,06-23-2020,8,76100.0,18244.0,3950.0
65-74,,,,,,,,,,,,,,3697.09,1719.17,630.51,06-23-2020,8,25847.0,12019.0,4408.0
75+,,,,,,,,,,,,,,4495.09,2742.17,1570.64,06-23-2020,8,24587.0,14999.0,8591.0
Citywide,,,,,,,,,,,,,,2499.1,647.97,210.23,06-23-2020,8,209893.0,54421.0,17657.0
0-17,,,,,,,,,,,,,,341.36,31.44,0.69,06-24-2020,9,5895.0,543.0,12.0
18-44,,,,,,,,,,,,,,2289.29,256.17,20.54,06-24-2020,9,77142.0,8632.0,692.0
45-64,,,,,,,,,,,,,,3705.75,888.31,192.51,06-24-2020,9,76192.0,18264.0,3958.0
65-74,,,,,,,,,,,,,,3701.81,1721.74,630.94,06-24-2020,9,25880.0,12037.0,4411.0
75+,,,,,,,,,,,,,,4499.47,2747.11,1574.29,06-24-2020,9,24611.0,15026.0,8611.0
Citywide,,,,,,,,,,,,,,2502.58,648.95,210.57,06-24-2020,9,210185.0,54504.0,17685.0
0-17,,,,,,,,,,,,,,342.29,31.5,0.69,06-25-2020,9,5911.0,544.0,12.0
18-44,,,,,,,,,,,,,,2293.42,256.67,20.6,06-25-2020,9,77281.0,8649.0,694.0
45-64,,,,,,,,,,,,,,3711.2,888.89,192.99,06-25-2020,9,76304.0,18276.0,3968.0
65-74,,,,,,,,,,,,,,3707.1,1723.31,631.65,06-25-2020,9,25917.0,12048.0,4416.0
75+,,,,,,,,,,,,,,4505.51,2750.58,1576.67,06-25-2020,9,24644.0,15045.0,8624.0
Citywide,,,,,,,,,,,,,,2506.6,649.67,210.92,06-25-2020,9,210523.0,54564.0,17715.0
0-17,,,,,,,,,,,,,,343.15,31.56,0.69,06-26-2020,9,5926.0,545.0,12.0
18-44,,,,,,,,,,,,,,2299.12,256.88,20.65,06-26-2020,9,77473.0,8656.0,696.0
45-64,,,,,,,,,,,,,,3716.06,889.04,193.23,06-26-2020,9,76404.0,18279.0,3973.0
65-74,,,,,,,,,,,,,,3711.96,1723.6,633.23,06-26-2020,9,25951.0,12050.0,4427.0
75+,,,,,,,,,,,,,,4512.82,2750.77,1580.33,06-26-2020,9,24684.0,15046.0,8644.0
Citywide,,,,,,,,,,,,,,2511.18,649.83,211.38,06-26-2020,9,210908.0,54578.0,17753.0
0-17,,,,,,,,,,,,,,343.68,31.67,0.69,06-27-2020,9,5935.0,547.0,12.0
18-44,,,,,,,,,,,,,,2303.63,257.18,20.74,06-27-2020,9,77625.0,8666.0,699.0
45-64,,,,,,,,,,,,,,3721.51,889.81,193.58,06-27-2020,9,76516.0,18295.0,3980.0
65-74,,,,,,,,,,,,,,3714.97,1724.6,633.94,06-27-2020,9,25972.0,12057.0,4432.0
75+,,,,,,,,,,,,,,4517.39,2752.78,1582.34,06-27-2020,9,24709.0,15057.0,8655.0
Citywide,,,,,,,,,,,,,,2515.01,650.38,211.69,06-27-2020,9,211229.0,54624.0,17779.0
0-17,,,,,,,,,,,,,,344.83,31.67,0.69,06-28-2020,9,5955.0,547.0,12.0
18-44,,,,,,,,,,,,,,2308.46,257.59,20.8,06-28-2020,9,77788.0,8680.0,701.0
45-64,,,,,,,,,,,,,,3726.13,890.59,193.72,06-28-2020,9,76611.0,18311.0,3983.0
65-74,,,,,,,,,,,,,,3719.11,1727.03,634.23,06-28-2020,9,26001.0,12074.0,4434.0
75+,,,,,,,,,,,,,,4523.42,2756.07,1584.9,06-28-2020,9,24742.0,15075.0,8669.0
Citywide,,,,,,,,,,,,,,2519.05,651.16,211.94,06-28-2020,9,211569.0,54689.0,17800.0
0-17,,,,,,,,,,,,,,346.17,32.08,0.69,06-30-2020,9,5978.0,554.0,12.0
18-44,,,,,,,,,,,,,,2314.99,259.52,21.46,06-30-2020,9,78008.0,8745.0,723.0
45-64,,,,,,,,,,,,,,3733.42,894.34,201.02,06-30-2020,9,76761.0,18388.0,4133.0
65-74,,,,,,,,,,,,,,3726.55,1734.47,657.97,06-30-2020,9,26053.0,12126.0,4600.0
75+,,,,,,,,,,,,,,4534.03,2768.87,1649.62,06-30-2020,9,24800.0,15145.0,9023.0
Citywide,,,,,,,,,,,,,,2525.04,654.38,220.18,06-30-2020,9,212072.0,54960.0,18492.0
0-17,,,,,,,,,,,,,,347.27,32.14,0.69,07-01-2020,10,5997.0,555.0,12.0
18-44,,,,,,,,,,,,,,2320.16,259.91,21.43,07-01-2020,10,78182.0,8758.0,722.0
45-64,,,,,,,,,,,,,,3737.95,895.31,200.97,07-01-2020,10,76854.0,18408.0,4132.0
65-74,,,,,,,,,,,,,,3731.13,1736.33,658.4,07-01-2020,10,26085.0,12139.0,4603.0
75+,,,,,,,,,,,,,,4538.05,2771.61,1650.35,07-01-2020,10,24822.0,15160.0,9027.0
Citywide,,,,,,,,,,,,,,2529.09,655.12,220.24,07-01-2020,10,212412.0,55022.0,18497.0
0-17,,,,,,,,,,,,,,348.89,32.2,0.69,07-02-2020,10,6025.0,556.0,12.0
18-44,,,,,,,,,,,,,,2324.64,260.05,21.46,07-02-2020,10,78333.0,8763.0,723.0
45-64,,,,,,,,,,,,,,3743.35,895.7,201.36,07-02-2020,10,76965.0,18416.0,4140.0
65-74,,,,,,,,,,,,,,3736.85,1736.9,658.83,07-02-2020,10,26125.0,12143.0,4606.0
75+,,,,,,,,,,,,,,4543.72,2772.52,1652.18,07-02-2020,10,24853.0,15165.0,9037.0
Citywide,,,,,,,,,,,,,,2533.4,655.4,220.5,07-02-2020,10,212774.0,55045.0,18519.0
0-17,,,,,,,,,,,,,,350.16,32.25,0.69,07-03-2020,10,6047.0,557.0,12.0
18-44,,,,,,,,,,,,,,2331.08,260.65,21.4,07-03-2020,10,78550.0,8783.0,721.0
45-64,,,,,,,,,,,,,,3750.06,896.67,201.65,07-03-2020,10,77103.0,18436.0,4146.0
65-74,,,,,,,,,,,,,,3741.0,1738.48,659.12,07-03-2020,10,26154.0,12154.0,4608.0
75+,,,,,,,,,,,,,,4549.39,2774.9,1654.01,07-03-2020,10,24884.0,15178.0,9047.0
Citywide,,,,,,,,,,,,,,2538.62,656.17,220.69,07-03-2020,10,213212.0,55110.0,18535.0
0-17,,,,,,,,,,,,,,351.43,32.31,0.69,07-04-2020,10,6069.0,558.0,12.0
18-44,,,,,,,,,,,,,,2336.75,260.97,21.46,07-04-2020,10,78741.0,8794.0,723.0
45-64,,,,,,,,,,,,,,3754.92,897.21,201.7,07-04-2020,10,77203.0,18447.0,4147.0
65-74,,,,,,,,,,,,,,3744.29,1739.62,659.12,07-04-2020,10,26177.0,12162.0,4608.0
75+,,,,,,,,,,,,,,4551.76,2776.73,1657.11,07-04-2020,10,24897.0,15188.0,9064.0
Citywide,,,,,,,,,,,,,,2542.77,656.66,220.93,07-04-2020,10,213561.0,55151.0,18555.0
0-17,,,,,,,,,,,,,,352.48,32.31,0.75,07-05-2020,10,6087.0,558.0,13.0
18-44,,,,,,,,,,,,,,2341.23,261.09,21.49,07-05-2020,10,78892.0,8798.0,724.0
45-64,,,,,,,,,,,,,,3759.1,897.6,201.94,07-05-2020,10,77289.0,18455.0,4152.0
65-74,,,,,,,,,,,,,,3747.72,1740.19,660.55,07-05-2020,10,26201.0,12166.0,4618.0
75+,,,,,,,,,,,,,,4554.5,2777.28,1659.13,07-05-2020,10,24912.0,15191.0,9075.0
Citywide,,,,,,,,,,,,,,2546.24,656.88,221.26,07-05-2020,10,213852.0,55170.0,18583.0
0-17,,,,,,,,,,,,,,353.52,32.31,0.75,07-06-2020,10,6105.0,558.0,13.0
18-44,,,,,,,,,,,,,,2344.31,261.12,21.52,07-06-2020,10,78996.0,8799.0,725.0
45-64,,,,,,,,,,,,,,3761.78,897.64,202.09,07-06-2020,10,77344.0,18456.0,4155.0
65-74,,,,,,,,,,,,,,3750.44,1740.34,660.98,07-06-2020,10,26220.0,12167.0,4621.0
75+,,,,,,,,,,,,,,4556.88,2777.28,1660.22,07-06-2020,10,24925.0,15191.0,9081.0
Citywide,,,,,,,,,,,,,,2548.73,656.92,221.41,07-06-2020,10,214061.0,55173.0,18596.0
0-17,,,,,,,,,,,,,,354.62,32.43,0.75,07-07-2020,10,6124.0,560.0,13.0
18-44,,,,,,,,,,,,,,2349.69,261.98,21.46,07-07-2020,10,79177.0,8828.0,723.0
45-64,,,,,,,,,,,,,,3765.48,899.05,202.14,07-07-2020,10,77420.0,18485.0,4156.0
65-74,,,,,,,,,,,,,,3753.16,1743.05,661.69,07-07-2020,10,26239.0,12186.0,4626.0
75+,,,,,,,,,,,,,,4559.26,2780.2,1662.23,07-07-2020,10,24938.0,15207.0,9092.0
Citywide,,,,,,,,,,,,,,2552.42,658.05,221.59,07-07-2020,10,214371.0,55268.0,18611.0
0-17,,,,,,,,,,,,,,355.2,32.49,0.75,07-08-2020,11,6134.0,561.0,13.0
18-44,,,,,,,,,,,,,,2352.8,262.01,21.4,07-08-2020,11,79282.0,8829.0,721.0
45-64,,,,,,,,,,,,,,3768.1,899.35,202.28,07-08-2020,11,77474.0,18491.0,4159.0
65-74,,,,,,,,,,,,,,3754.73,1743.05,662.12,07-08-2020,11,26250.0,12186.0,4629.0
75+,,,,,,,,,,,,,,4562.73,2780.93,1662.78,07-08-2020,11,24957.0,15211.0,9095.0
Citywide,,,,,,,,,,,,,,2554.79,658.19,221.68,07-08-2020,11,214570.0,55280.0,18618.0
0-17,,,,,,,,,,,,,,356.76,32.6,0.75,07-09-2020,11,6161.0,563.0,13.0
18-44,,,,,,,,,,,,,,2358.59,262.72,21.43,07-09-2020,11,79477.0,8853.0,722.0
45-64,,,,,,,,,,,,,,3773.36,900.61,202.38,07-09-2020,11,77582.0,18517.0,4161.0
65-74,,,,,,,,,,,,,,3758.88,1744.34,662.55,07-09-2020,11,26279.0,12195.0,4632.0
75+,,,,,,,,,,,,,,4566.94,2784.41,1665.16,07-09-2020,11,24980.0,15230.0,9108.0
Citywide,,,,,,,,,,,,,,2559.33,659.15,221.9,07-09-2020,11,214952.0,55360.0,18637.0
0-17,,,,,,,,,,,,,,358.27,32.6,0.75,07-10-2020,11,6187.0,563.0,13.0
18-44,,,,,,,,,,,,,,2363.72,262.78,21.4,07-10-2020,11,79650.0,8855.0,721.0
45-64,,,,,,,,,,,,,,3777.2,900.95,202.67,07-10-2020,11,77661.0,18524.0,4167.0
65-74,,,,,,,,,,,,,,3761.6,1744.77,662.98,07-10-2020,11,26298.0,12198.0,4635.0
75+,,,,,,,,,,,,,,4569.86,2784.41,1666.62,07-10-2020,11,24996.0,15230.0,9116.0
Citywide,,,,,,,,,,,,,,2563.06,659.29,222.09,07-10-2020,11,215265.0,55372.0,18653.0
0-17,,,,,,,,,,,,,,359.37,32.78,0.75,07-11-2020,11,6206.0,566.0,13.0
18-44,,,,,,,,,,,,,,2369.06,263.26,21.37,07-11-2020,11,79830.0,8871.0,720.0
45-64,,,,,,,,,,,,,,3782.11,901.39,202.67,07-11-2020,11,77762.0,18533.0,4167.0
65-74,,,,,,,,,,,,,,3763.89,1744.91,663.69,07-11-2020,11,26314.0,12199.0,4640.0
75+,,,,,,,,,,,,,,4572.06,2786.96,1668.45,07-11-2020,11,25008.0,15244.0,9126.0
Citywide,,,,,,,,,,,,,,2567.03,659.8,222.26,07-11-2020,11,215598.0,55415.0,18667.0
0-17,,,,,,,,,,,,,,360.41,32.95,0.75,07-12-2020,11,6224.0,569.0,13.0
18-44,,,,,,,,,,,,,,2374.7,263.56,21.37,07-12-2020,11,80020.0,8881.0,720.0
45-64,,,,,,,,,,,,,,3786.44,902.17,202.77,07-12-2020,11,77851.0,18549.0,4169.0
65-74,,,,,,,,,,,,,,3766.32,1745.63,663.84,07-12-2020,11,26331.0,12204.0,4641.0
75+,,,,,,,,,,,,,,4574.43,2787.33,1668.45,07-12-2020,11,25021.0,15246.0,9126.0
Citywide,,,,,,,,,,,,,,2570.91,660.23,222.3,07-12-2020,11,215924.0,55451.0,18670.0
0-17,,,,,,,,,,,,,,361.05,33.01,0.75,07-13-2020,11,6235.0,570.0,13.0
18-44,,,,,,,,,,,,,,2379.48,263.76,21.43,07-13-2020,11,80181.0,8888.0,722.0
45-64,,,,,,,,,,,,,,3789.7,902.7,203.01,07-13-2020,11,77918.0,18560.0,4174.0
65-74,,,,,,,,,,,,,,3769.32,1746.34,664.84,07-13-2020,11,26352.0,12209.0,4648.0
75+,,,,,,,,,,,,,,4576.99,2789.34,1672.84,07-13-2020,11,25035.0,15257.0,9150.0
Citywide,,,,,,,,,,,,,,2574.18,660.65,222.75,07-13-2020,11,216199.0,55486.0,18708.0
0-17,,,,,,,,,,,,,,362.15,33.06,0.75,07-14-2020,11,6254.0,571.0,13.0
18-44,,,,,,,,,,,,,,2383.63,264.09,21.4,07-14-2020,11,80321.0,8899.0,721.0
45-64,,,,,,,,,,,,,,3793.59,903.09,203.21,07-14-2020,11,77998.0,18568.0,4178.0
65-74,,,,,,,,,,,,,,3771.75,1746.77,665.12,07-14-2020,11,26369.0,12212.0,4650.0
75+,,,,,,,,,,,,,,4579.37,2790.44,1674.12,07-14-2020,11,25048.0,15263.0,9157.0
Citywide,,,,,,,,,,,,,,2577.38,660.99,222.89,07-14-2020,11,216468.0,55515.0,18720.0
0-17,,,,,,,,,,,,,,364.0,33.01,0.75,07-15-2020,12,6286.0,570.0,13.0
18-44,,,,,,,,,,,,,,2389.75,264.18,21.43,07-15-2020,12,80527.0,8902.0,722.0
45-64,,,,,,,,,,,,,,3797.43,903.48,203.45,07-15-2020,12,78077.0,18576.0,4183.0
65-74,,,,,,,,,,,,,,3775.33,1746.63,665.98,07-15-2020,12,26394.0,12211.0,4656.0
75+,,,,,,,,,,,,,,4583.57,2791.35,1674.48,07-15-2020,12,25071.0,15268.0,9159.0
Citywide,,,,,,,,,,,,,,2581.74,661.16,223.06,07-15-2020,12,216834.0,55529.0,18734.0
0-17,,,,,,,,,,,,,,366.14,33.12,0.75,07-16-2020,12,6323.0,572.0,13.0
18-44,,,,,,,,,,,,,,2395.33,264.71,21.4,07-16-2020,12,80715.0,8920.0,721.0
45-64,,,,,,,,,,,,,,3803.41,904.16,203.79,07-16-2020,12,78200.0,18590.0,4190.0
65-74,,,,,,,,,,,,,,3778.19,1748.2,666.55,07-16-2020,12,26414.0,12222.0,4660.0
75+,,,,,,,,,,,,,,4588.51,2794.09,1676.31,07-16-2020,12,25098.0,15283.0,9169.0
Citywide,,,,,,,,,,,,,,2586.46,661.87,223.3,07-16-2020,12,217230.0,55589.0,18754.0
0-17,,,,,,,,,,,,,,367.19,33.3,0.75,07-17-2020,12,6341.0,575.0,13.0
18-44,,,,,,,,,,,,,,2400.49,265.31,21.13,07-17-2020,12,80889.0,8940.0,712.0
45-64,,,,,,,,,,,,,,3808.37,904.99,203.93,07-17-2020,12,78302.0,18607.0,4193.0
65-74,,,,,,,,,,,,,,3780.48,1748.92,666.84,07-17-2020,12,26430.0,12227.0,4662.0
75+,,,,,,,,,,,,,,4592.9,2797.57,1677.77,07-17-2020,12,25122.0,15302.0,9177.0
Citywide,,,,,,,,,,,,,,2590.41,662.63,223.34,07-17-2020,12,217562.0,55653.0,18758.0
0-17,,,,,,,,,,,,,,368.69,33.35,0.75,07-18-2020,12,6367.0,576.0,13.0
18-44,,,,,,,,,,,,,,2405.89,265.51,21.19,07-18-2020,12,81071.0,8947.0,714.0
45-64,,,,,,,,,,,,,,3812.46,905.47,204.13,07-18-2020,12,78386.0,18617.0,4197.0
65-74,,,,,,,,,,,,,,3783.05,1749.49,666.98,07-18-2020,12,26448.0,12231.0,4663.0
75+,,,,,,,,,,,,,,4597.1,2799.58,1678.87,07-18-2020,12,25145.0,15313.0,9183.0
Citywide,,,,,,,,,,,,,,2594.37,663.03,223.5,07-18-2020,12,217895.0,55686.0,18771.0
0-17,,,,,,,,,,,,,,369.5,33.41,0.75,07-19-2020,12,6381.0,577.0,13.0
18-44,,,,,,,,,,,,,,2410.31,265.72,21.19,07-19-2020,12,81220.0,8954.0,714.0
45-64,,,,,,,,,,,,,,3815.48,905.82,204.23,07-19-2020,12,78448.0,18624.0,4199.0
65-74,,,,,,,,,,,,,,3786.49,1750.06,667.27,07-19-2020,12,26472.0,12235.0,4665.0
75+,,,,,,,,,,,,,,4599.84,2799.95,1679.05,07-19-2020,12,25160.0,15315.0,9184.0
Citywide,,,,,,,,,,,,,,2597.52,663.28,223.56,07-19-2020,12,218159.0,55707.0,18776.0
0-17,,,,,,,,,,,,,,370.49,33.53,0.75,07-20-2020,12,6398.0,579.0,13.0
18-44,,,,,,,,,,,,,,2415.63,265.96,21.19,07-20-2020,12,81399.0,8962.0,714.0
45-64,,,,,,,,,,,,,,3819.37,906.16,204.28,07-20-2020,12,78528.0,18631.0,4200.0
65-74,,,,,,,,,,,,,,3789.92,1750.49,667.56,07-20-2020,12,26496.0,12238.0,4667.0
75+,,,,,,,,,,,,,,4603.14,2801.22,1680.52,07-20-2020,12,25178.0,15322.0,9192.0
Citywide,,,,,,,,,,,,,,2601.32,663.6,223.69,07-20-2020,12,218478.0,55734.0,18787.0
0-17,,,,,,,,,,,,,,372.4,33.59,0.75,07-21-2020,12,6431.0,580.0,13.0
18-44,,,,,,,,,,,,,,2424.65,266.43,21.1,07-21-2020,12,81703.0,8978.0,711.0
45-64,,,,,,,,,,,,,,3827.49,907.32,204.96,07-21-2020,12,78695.0,18655.0,4214.0
65-74,,,,,,,,,,,,,,3792.64,1750.78,666.41,07-21-2020,12,26515.0,12240.0,4659.0
75+,,,,,,,,,,,,,,4607.52,2804.52,1682.34,07-21-2020,12,25202.0,15340.0,9202.0
Citywide,,,,,,,,,,,,,,2607.89,664.33,223.84,07-21-2020,12,219030.0,55795.0,18800.0
0-17,,,,,,,,,,,,,,372.8,33.59,0.75,07-22-2020,NA,6438.0,580.0,13.0
18-44,,,,,,,,,,,,,,2426.28,266.46,21.13,07-22-2020,NA,81758.0,8979.0,712.0
45-64,,,,,,,,,,,,,,3828.61,907.37,205.0,07-22-2020,NA,78718.0,18656.0,4215.0
65-74,,,,,,,,,,,,,,3794.07,1750.78,666.41,07-22-2020,NA,26525.0,12240.0,4659.0
75+,,,,,,,,,,,,,,4608.07,2804.52,1682.53,07-22-2020,NA,25205.0,15340.0,9203.0
Citywide,,,,,,,,,,,,,,2609.06,664.35,223.88,07-22-2020,NA,219128.0,55797.0,18803.0
0-17,,,,,,,,,,,,,,374.02,33.64,0.75,07-23-2020,NA,6459.0,581.0,13.0
18-44,,,,,,,,,,,,,,2432.75,266.82,21.16,07-23-2020,NA,81976.0,8991.0,713.0
45-64,,,,,,,,,,,,,,3832.69,907.71,205.44,07-23-2020,NA,78802.0,18663.0,4224.0
65-74,,,,,,,,,,,,,,3797.36,1751.21,667.84,07-23-2020,NA,26548.0,12243.0,4669.0
75+,,,,,,,,,,,,,,4611.0,2805.43,1685.45,07-23-2020,NA,25221.0,15345.0,9219.0
Citywide,,,,,,,,,,,,,,2613.35,664.68,224.31,07-23-2020,NA,219489.0,55825.0,18839.0
0-17,,,,,,,,,,,,,,375.47,33.76,0.75,07-24-2020,NA,6484.0,583.0,13.0
18-44,,,,,,,,,,,,,,2435.27,267.53,21.16,07-24-2020,NA,82061.0,9015.0,713.0
45-64,,,,,,,,,,,,,,3833.67,908.39,205.44,07-24-2020,NA,78822.0,18677.0,4224.0
65-74,,,,,,,,,,,,,,3799.07,1752.92,667.27,07-24-2020,NA,26560.0,12255.0,4665.0
75+,,,,,,,,,,,,,,4612.46,2808.36,1685.63,07-24-2020,NA,25229.0,15361.0,9220.0
Citywide,,,,,,,,,,,,,,2615.16,665.49,224.27,07-24-2020,NA,219641.0,55893.0,18836.0
0-17,,,,,,,,,,,,,,376.8,33.88,0.75,07-25-2020,NA,6507.0,585.0,13.0
18-44,,,,,,,,,,,,,,2442.51,267.89,21.16,07-25-2020,NA,82305.0,9027.0,713.0
45-64,,,,,,,,,,,,,,3842.76,909.07,205.54,07-25-2020,NA,79009.0,18691.0,4226.0
65-74,,,,,,,,,,,,,,3806.65,1753.78,667.84,07-25-2020,NA,26613.0,12261.0,4669.0
75+,,,,,,,,,,,,,,4616.66,2809.82,1686.91,07-25-2020,NA,25252.0,15369.0,9227.0
Citywide,,,,,,,,,,,,,,2621.49,665.99,224.43,07-25-2020,NA,220172.0,55935.0,18849.0
0-17,,,,,,,,,,,,,,377.38,33.93,0.75,07-26-2020,NA,6517.0,586.0,13.0
18-44,,,,,,,,,,,,,,2443.76,268.6,21.13,07-26-2020,NA,82347.0,9051.0,712.0
45-64,,,,,,,,,,,,,,3843.98,909.95,205.78,07-26-2020,NA,79034.0,18709.0,4231.0
65-74,,,,,,,,,,,,,,3807.8,1755.35,668.41,07-26-2020,NA,26621.0,12272.0,4673.0
75+,,,,,,,,,,,,,,4618.49,2812.19,1687.83,07-26-2020,NA,25262.0,15382.0,9232.0
Citywide,,,,,,,,,,,,,,2622.61,666.79,224.58,07-26-2020,NA,220266.0,56002.0,18862.0
0-17,,,,,,,,,,,,,,378.25,33.99,0.75,07-27-2020,NA,6532.0,587.0,13.0
18-44,,,,,,,,,,,,,,2446.93,268.69,21.13,07-27-2020,NA,82454.0,9054.0,712.0
45-64,,,,,,,,,,,,,,3846.99,910.05,205.93,07-27-2020,NA,79096.0,18711.0,4234.0
65-74,,,,,,,,,,,,,,3810.66,1755.93,668.84,07-27-2020,NA,26641.0,12276.0,4676.0
