indicator,group,state,subgroup,week,week_label,value,lowci,highci,confidence_interval,quartile_range
Symptoms of Depressive Disorder,By State,Florida,Florida,10,July 2 - July 7,27.9,24.7,31.2,24.7 - 31.2,26.8-29.3
Symptoms of Depressive Disorder,By State,Georgia,Georgia,10,July 2 - July 7,27.1,22.9,31.6,22.9 - 31.6,26.8-29.3
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,10,July 2 - July 7,28.9,24.7,33.4,24.7 - 33.4,26.8-29.3
Symptoms of Depressive Disorder,By State,Idaho,Idaho,10,July 2 - July 7,25.6,21.2,30.5,21.2 - 30.5,23.9-26.7
Symptoms of Depressive Disorder,By State,Illinois,Illinois,10,July 2 - July 7,27.6,23.6,31.8,23.6 - 31.8,26.8-29.3
Symptoms of Depressive Disorder,By State,Indiana,Indiana,10,July 2 - July 7,27.7,23.6,32,23.6 - 32.0,26.8-29.3
Symptoms of Depressive Disorder,By State,Iowa,Iowa,10,July 2 - July 7,17.5,14,21.5,14.0 - 21.5,17.5-23.8
Symptoms of Depressive Disorder,By State,Kansas,Kansas,10,July 2 - July 7,21.5,18.5,24.8,18.5 - 24.8,17.5-23.8
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,10,July 2 - July 7,27.4,23.3,31.9,23.3 - 31.9,26.8-29.3
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,10,July 2 - July 7,33.5,28.7,38.7,28.7 - 38.7,29.4-34.6
Symptoms of Depressive Disorder,By State,Maine,Maine,10,July 2 - July 7,26.6,22.7,30.7,22.7 - 30.7,23.9-26.7
Symptoms of Depressive Disorder,By State,Maryland,Maryland,10,July 2 - July 7,22.5,18.8,26.4,18.8 - 26.4,17.5-23.8
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,10,July 2 - July 7,21.8,18.6,25.3,18.6 - 25.3,17.5-23.8
Symptoms of Depressive Disorder,By State,Michigan,Michigan,10,July 2 - July 7,26.6,21.9,31.7,21.9 - 31.7,23.9-26.7
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,10,July 2 - July 7,20.9,17,25.3,17.0 - 25.3,17.5-23.8
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,10,July 2 - July 7,32,27.6,36.6,27.6 - 36.6,29.4-34.6
Symptoms of Depressive Disorder,By State,Missouri,Missouri,10,July 2 - July 7,28.8,24.1,33.8,24.1 - 33.8,26.8-29.3
Symptoms of Depressive Disorder,By State,Montana,Montana,10,July 2 - July 7,23.8,19.1,28.9,19.1 - 28.9,17.5-23.8
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,10,July 2 - July 7,23.6,19,28.7,19.0 - 28.7,17.5-23.8
Symptoms of Depressive Disorder,By State,Nevada,Nevada,10,July 2 - July 7,34.6,30.1,39.4,30.1 - 39.4,29.4-34.6
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,10,July 2 - July 7,19.7,16.1,23.8,16.1 - 23.8,17.5-23.8
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,10,July 2 - July 7,25.9,22.2,29.8,22.2 - 29.8,23.9-26.7
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,10,July 2 - July 7,32.5,28.1,37.1,28.1 - 37.1,29.4-34.6
Symptoms of Depressive Disorder,By State,New York,New York,10,July 2 - July 7,28.5,25,32.1,25.0 - 32.1,26.8-29.3
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,10,July 2 - July 7,28.3,24.2,32.7,24.2 - 32.7,26.8-29.3
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,10,July 2 - July 7,23,17.3,29.6,17.3 - 29.6,17.5-23.8
Symptoms of Depressive Disorder,By State,Ohio,Ohio,10,July 2 - July 7,25.6,21.1,30.5,21.1 - 30.5,23.9-26.7
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,10,July 2 - July 7,29.4,25.7,33.4,25.7 - 33.4,29.4-34.6
Symptoms of Depressive Disorder,By State,Oregon,Oregon,10,July 2 - July 7,29.9,25.8,34.4,25.8 - 34.4,29.4-34.6
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,10,July 2 - July 7,26,21.9,30.3,21.9 - 30.3,23.9-26.7
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,10,July 2 - July 7,22.8,18.2,27.9,18.2 - 27.9,17.5-23.8
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,10,July 2 - July 7,29.3,24.7,34.4,24.7 - 34.4,26.8-29.3
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,10,July 2 - July 7,26.7,19.9,34.4,19.9 - 34.4,23.9-26.7
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,10,July 2 - July 7,31.7,27.9,35.7,27.9 - 35.7,29.4-34.6
Symptoms of Depressive Disorder,By State,Texas,Texas,10,July 2 - July 7,30.5,27.8,33.2,27.8 - 33.2,29.4-34.6
Symptoms of Depressive Disorder,By State,Utah,Utah,10,July 2 - July 7,25,21.5,28.9,21.5 - 28.9,23.9-26.7
Symptoms of Depressive Disorder,By State,Vermont,Vermont,10,July 2 - July 7,22.2,16,29.4,16.0 - 29.4,17.5-23.8
Symptoms of Depressive Disorder,By State,Virginia,Virginia,10,July 2 - July 7,29.5,25.2,34.1,25.2 - 34.1,29.4-34.6
Symptoms of Depressive Disorder,By State,Washington,Washington,10,July 2 - July 7,27.8,24.5,31.3,24.5 - 31.3,26.8-29.3
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,10,July 2 - July 7,24.2,19.3,29.7,19.3 - 29.7,23.9-26.7
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,10,July 2 - July 7,24.6,20.7,28.8,20.7 - 28.8,23.9-26.7
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,10,July 2 - July 7,26.5,20.7,32.9,20.7 - 32.9,23.9-26.7
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,10,July 2 - July 7,34.4,30,39,30.0 - 39.0,33.0-35.3
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,10,July 2 - July 7,27.3,22.2,32.8,22.2 - 32.8,25.7-31.3
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,10,July 2 - July 7,36.6,32.8,40.5,32.8 - 40.5,35.4-40.6
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,10,July 2 - July 7,34.7,30.3,39.3,30.3 - 39.3,33.0-35.3
Symptoms of Anxiety Disorder,By State,California,California,10,July 2 - July 7,32.9,30.2,35.7,30.2 - 35.7,31.4-32.9
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,10,July 2 - July 7,35.4,31.2,39.8,31.2 - 39.8,35.4-40.6
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,10,July 2 - July 7,33.6,29,38.4,29.0 - 38.4,33.0-35.3
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,10,July 2 - July 7,27.3,23.5,31.4,23.5 - 31.4,25.7-31.3
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,10,July 2 - July 7,35.2,28.3,42.6,28.3 - 42.6,33.0-35.3
Symptoms of Anxiety Disorder,By State,Florida,Florida,10,July 2 - July 7,37.8,34.2,41.4,34.2 - 41.4,35.4-40.6
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,10,July 2 - July 7,32.5,28.6,36.6,28.6 - 36.6,31.4-32.9
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,10,July 2 - July 7,34.2,29.4,39.1,29.4 - 39.1,33.0-35.3
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,10,July 2 - July 7,32.7,27.8,37.9,27.8 - 37.9,31.4-32.9
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,10,July 2 - July 7,35.1,31.2,39.2,31.2 - 39.2,33.0-35.3
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,10,July 2 - July 7,34.8,31.3,38.4,31.3 - 38.4,33.0-35.3
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,10,July 2 - July 7,29.6,25.4,34,25.4 - 34.0,25.7-31.3
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,10,July 2 - July 7,32.3,28.2,36.6,28.2 - 36.6,31.4-32.9
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,10,July 2 - July 7,36.3,31.2,41.6,31.2 - 41.6,35.4-40.6
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,10,July 2 - July 7,38.6,34.2,43.1,34.2 - 43.1,35.4-40.6
Symptoms of Anxiety Disorder,By State,Maine,Maine,10,July 2 - July 7,32.8,29,36.7,29.0 - 36.7,31.4-32.9
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,10,July 2 - July 7,32.2,27.9,36.7,27.9 - 36.7,31.4-32.9
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,10,July 2 - July 7,30.1,26.3,34.2,26.3 - 34.2,25.7-31.3
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,10,July 2 - July 7,31.1,27.1,35.3,27.1 - 35.3,25.7-31.3
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,10,July 2 - July 7,27.6,23.8,31.7,23.8 - 31.7,25.7-31.3
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,10,July 2 - July 7,40.2,35.2,45.3,35.2 - 45.3,35.4-40.6
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,10,July 2 - July 7,35.3,30.4,40.5,30.4 - 40.5,33.0-35.3
Symptoms of Anxiety Disorder,By State,Montana,Montana,10,July 2 - July 7,31.7,27.8,35.7,27.8 - 35.7,31.4-32.9
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,10,July 2 - July 7,25.7,21.5,30.3,21.5 - 30.3,25.7-31.3
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,10,July 2 - July 7,40.6,35.6,45.8,35.6 - 45.8,35.4-40.6
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,10,July 2 - July 7,32.5,27.3,38,27.3 - 38.0,31.4-32.9
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,10,July 2 - July 7,33.6,29.6,37.8,29.6 - 37.8,33.0-35.3
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,10,July 2 - July 7,38.1,33.4,43,33.4 - 43.0,35.4-40.6
Symptoms of Anxiety Disorder,By State,New York,New York,10,July 2 - July 7,34.7,30.4,39.2,30.4 - 39.2,33.0-35.3
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,10,July 2 - July 7,33.4,28.9,38.1,28.9 - 38.1,33.0-35.3
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,10,July 2 - July 7,29.1,23.7,35.1,23.7 - 35.1,25.7-31.3
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,10,July 2 - July 7,31.9,27.1,37.1,27.1 - 37.1,31.4-32.9
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,10,July 2 - July 7,39.4,34.8,44.2,34.8 - 44.2,35.4-40.6
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,10,July 2 - July 7,35.4,31.8,39.2,31.8 - 39.2,35.4-40.6
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,10,July 2 - July 7,33.2,28.7,37.9,28.7 - 37.9,33.0-35.3
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,10,July 2 - July 7,31.4,25.8,37.5,25.8 - 37.5,31.4-32.9
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,10,July 2 - July 7,31.4,26.9,36.1,26.9 - 36.1,31.4-32.9
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,10,July 2 - July 7,31.3,24.3,38.9,24.3 - 38.9,25.7-31.3
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,10,July 2 - July 7,34.6,30.5,39,30.5 - 39.0,33.0-35.3
Symptoms of Anxiety Disorder,By State,Texas,Texas,10,July 2 - July 7,36.1,33.5,38.7,33.5 - 38.7,35.4-40.6
Symptoms of Anxiety Disorder,By State,Utah,Utah,10,July 2 - July 7,29.1,25.2,33.1,25.2 - 33.1,25.7-31.3
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,10,July 2 - July 7,29.2,23.2,35.7,23.2 - 35.7,25.7-31.3
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,10,July 2 - July 7,29.5,25.4,33.9,25.4 - 33.9,25.7-31.3
Symptoms of Anxiety Disorder,By State,Washington,Washington,10,July 2 - July 7,37.5,34.7,40.5,34.7 - 40.5,35.4-40.6
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,10,July 2 - July 7,31.9,26.7,37.4,26.7 - 37.4,31.4-32.9
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,10,July 2 - July 7,30.7,25.9,35.8,25.9 - 35.8,25.7-31.3
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,10,July 2 - July 7,31.5,26.6,36.7,26.6 - 36.7,31.4-32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,10,July 2 - July 7,39.6,36,43.3,36.0 - 43.3,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,10,July 2 - July 7,32.9,28.4,37.7,28.4 - 37.7,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,10,July 2 - July 7,42.4,38,46.8,38.0 - 46.8,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,10,July 2 - July 7,41.2,36.5,45.9,36.5 - 45.9,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,10,July 2 - July 7,39.4,36.8,42,36.8 - 42.0,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,10,July 2 - July 7,42.4,38.1,46.7,38.1 - 46.7,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,10,July 2 - July 7,39,34.3,43.8,34.3 - 43.8,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,10,July 2 - July 7,31.5,27.1,36.1,27.1 - 36.1,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,10,July 2 - July 7,37.8,30.8,45.1,30.8 - 45.1,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,10,July 2 - July 7,42,38.6,45.6,38.6 - 45.6,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,10,July 2 - July 7,38,33.4,42.7,33.4 - 42.7,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,10,July 2 - July 7,37.1,32.3,42.2,32.3 - 42.2,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,10,July 2 - July 7,37.7,32.8,42.9,32.8 - 42.9,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,10,July 2 - July 7,39.4,35.2,43.8,35.2 - 43.8,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,10,July 2 - July 7,39,35.1,43.1,35.1 - 43.1,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,10,July 2 - July 7,31.6,27.4,36.1,27.4 - 36.1,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,10,July 2 - July 7,35.8,31.5,40.2,31.5 - 40.2,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,10,July 2 - July 7,39.9,34.5,45.5,34.5 - 45.5,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,10,July 2 - July 7,44.8,40.2,49.5,40.2 - 49.5,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,10,July 2 - July 7,36.3,32.3,40.4,32.3 - 40.4,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,10,July 2 - July 7,36.1,31.8,40.5,31.8 - 40.5,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,10,July 2 - July 7,33.4,29.4,37.5,29.4 - 37.5,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,10,July 2 - July 7,36.7,32.2,41.2,32.2 - 41.2,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,10,July 2 - July 7,31.1,27.2,35.1,27.2 - 35.1,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,10,July 2 - July 7,43.7,39.3,48.2,39.3 - 48.2,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,10,July 2 - July 7,40.6,35.6,45.8,35.6 - 45.8,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,10,July 2 - July 7,34.3,30.4,38.3,30.4 - 38.3,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,10,July 2 - July 7,30.9,26.1,35.9,26.1 - 35.9,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,10,July 2 - July 7,44.8,39.9,49.7,39.9 - 49.7,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,10,July 2 - July 7,35.7,30.6,41.1,30.6 - 41.1,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,10,July 2 - July 7,38.2,34.1,42.4,34.1 - 42.4,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,10,July 2 - July 7,43.3,39,47.6,39.0 - 47.6,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,10,July 2 - July 7,39.7,35.4,44,35.4 - 44.0,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,10,July 2 - July 7,38.4,34.1,42.8,34.1 - 42.8,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,10,July 2 - July 7,32.6,26.7,39,26.7 - 39.0,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,10,July 2 - July 7,34.9,29.9,40.1,29.9 - 40.1,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,10,July 2 - July 7,42.9,38.1,47.7,38.1 - 47.7,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,10,July 2 - July 7,39.7,35.8,43.8,35.8 - 43.8,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,10,July 2 - July 7,37.2,32.3,42.3,32.3 - 42.3,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,10,July 2 - July 7,34.8,29,40.8,29.0 - 40.8,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,10,July 2 - July 7,38.6,33.7,43.6,33.7 - 43.6,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,10,July 2 - July 7,35.2,28.5,42.4,28.5 - 42.4,34.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,10,July 2 - July 7,41.9,37.7,46.1,37.7 - 46.1,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,10,July 2 - July 7,41.6,38.8,44.4,38.8 - 44.4,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,10,July 2 - July 7,34.7,30.2,39.5,30.2 - 39.5,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,10,July 2 - July 7,32.2,25.4,39.6,25.4 - 39.6,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,10,July 2 - July 7,38.5,34.1,43,34.1 - 43.0,38.1-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,10,July 2 - July 7,42,38.9,45.1,38.9 - 45.1,40.7-44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,10,July 2 - July 7,34.6,29.1,40.5,29.1 - 40.5,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,10,July 2 - July 7,34.1,29.4,39.1,29.4 - 39.1,30.9-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,10,July 2 - July 7,36,30.9,41.4,30.9 - 41.4,34.9-38.0
Symptoms of Depressive Disorder,By State,Alabama,Alabama,11,July 9 - July 14,30.4,26,35.1,26.0 - 35.1,27.3-30.7
Symptoms of Depressive Disorder,By State,Alaska,Alaska,11,July 9 - July 14,27.4,22.6,32.5,22.6 - 32.5,27.3-30.7
Symptoms of Depressive Disorder,By State,Arizona,Arizona,11,July 9 - July 14,33.9,29.5,38.6,29.5 - 38.6,30.8-36.1
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,11,July 9 - July 14,34.8,30.7,39.1,30.7 - 39.1,30.8-36.1
Symptoms of Depressive Disorder,By State,California,California,11,July 9 - July 14,31.8,29,34.7,29.0 - 34.7,30.8-36.1
Symptoms of Depressive Disorder,By State,Colorado,Colorado,11,July 9 - July 14,26.1,21.3,31.5,21.3 - 31.5,24.1-27.2
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,11,July 9 - July 14,26.7,22.6,31.1,22.6 - 31.1,24.1-27.2
Symptoms of Depressive Disorder,By State,Delaware,Delaware,11,July 9 - July 14,23.3,19.7,27.2,19.7 - 27.2,17.7-24.0
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,11,July 9 - July 14,20.8,14.6,28.1,14.6 - 28.1,17.7-24.0
Symptoms of Depressive Disorder,By State,Florida,Florida,11,July 9 - July 14,31.7,27.8,35.9,27.8 - 35.9,30.8-36.1
Symptoms of Depressive Disorder,By State,Georgia,Georgia,11,July 9 - July 14,29,24.5,33.8,24.5 - 33.8,27.3-30.7
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,11,July 9 - July 14,28.3,23.7,33.2,23.7 - 33.2,27.3-30.7
Symptoms of Depressive Disorder,By State,Idaho,Idaho,11,July 9 - July 14,27.5,24.2,31,24.2 - 31.0,27.3-30.7
Symptoms of Depressive Disorder,By State,Illinois,Illinois,11,July 9 - July 14,23.7,19.5,28.3,19.5 - 28.3,17.7-24.0
Symptoms of Depressive Disorder,By State,Indiana,Indiana,11,July 9 - July 14,29.4,25.8,33.3,25.8 - 33.3,27.3-30.7
Symptoms of Depressive Disorder,By State,Iowa,Iowa,11,July 9 - July 14,17.7,14.2,21.8,14.2 - 21.8,17.7-24.0
Symptoms of Depressive Disorder,By State,Kansas,Kansas,11,July 9 - July 14,24.8,20.5,29.5,20.5 - 29.5,24.1-27.2
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,11,July 9 - July 14,30.7,26.3,35.3,26.3 - 35.3,27.3-30.7
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,11,July 9 - July 14,31.1,26.6,35.8,26.6 - 35.8,30.8-36.1
Symptoms of Depressive Disorder,By State,Maine,Maine,11,July 9 - July 14,22.4,17.7,27.8,17.7 - 27.8,17.7-24.0
Symptoms of Depressive Disorder,By State,Maryland,Maryland,11,July 9 - July 14,22.2,18.7,25.9,18.7 - 25.9,17.7-24.0
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,11,July 9 - July 14,23.8,20,27.9,20.0 - 27.9,17.7-24.0
Symptoms of Depressive Disorder,By State,Michigan,Michigan,11,July 9 - July 14,23,20,26.2,20.0 - 26.2,17.7-24.0
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,11,July 9 - July 14,22,18.2,26.2,18.2 - 26.2,17.7-24.0
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,11,July 9 - July 14,36.1,30.5,42.1,30.5 - 42.1,30.8-36.1
Symptoms of Depressive Disorder,By State,Missouri,Missouri,11,July 9 - July 14,25.8,21.8,30.2,21.8 - 30.2,24.1-27.2
Symptoms of Depressive Disorder,By State,Montana,Montana,11,July 9 - July 14,28.5,24.9,32.3,24.9 - 32.3,27.3-30.7
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,11,July 9 - July 14,26.4,22.6,30.4,22.6 - 30.4,24.1-27.2
Symptoms of Depressive Disorder,By State,Nevada,Nevada,11,July 9 - July 14,33.3,28.9,37.9,28.9 - 37.9,30.8-36.1
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,11,July 9 - July 14,28.7,23,35.1,23.0 - 35.1,27.3-30.7
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,11,July 9 - July 14,28.7,25.5,32,25.5 - 32.0,27.3-30.7
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,11,July 9 - July 14,30.1,25.6,34.9,25.6 - 34.9,27.3-30.7
Symptoms of Depressive Disorder,By State,New York,New York,11,July 9 - July 14,25,21.1,29.1,21.1 - 29.1,24.1-27.2
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,11,July 9 - July 14,26.4,21.3,32.1,21.3 - 32.1,24.1-27.2
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,11,July 9 - July 14,25.2,19.8,31.1,19.8 - 31.1,24.1-27.2
Symptoms of Depressive Disorder,By State,Ohio,Ohio,11,July 9 - July 14,21.2,17.8,25,17.8 - 25.0,17.7-24.0
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,11,July 9 - July 14,30.8,26.9,35,26.9 - 35.0,30.8-36.1
Symptoms of Depressive Disorder,By State,Oregon,Oregon,11,July 9 - July 14,31.7,27.9,35.5,27.9 - 35.5,30.8-36.1
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,11,July 9 - July 14,27.5,23.3,32.1,23.3 - 32.1,27.3-30.7
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,11,July 9 - July 14,31.1,25.3,37.4,25.3 - 37.4,30.8-36.1
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,11,July 9 - July 14,25.3,20.5,30.7,20.5 - 30.7,24.1-27.2
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,11,July 9 - July 14,24.1,18.9,30.1,18.9 - 30.1,24.1-27.2
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,11,July 9 - July 14,31.4,26.9,36.1,26.9 - 36.1,30.8-36.1
Symptoms of Depressive Disorder,By State,Texas,Texas,11,July 9 - July 14,32.2,29,35.5,29.0 - 35.5,30.8-36.1
Symptoms of Depressive Disorder,By State,Utah,Utah,11,July 9 - July 14,24.2,20.8,27.9,20.8 - 27.9,24.1-27.2
Symptoms of Depressive Disorder,By State,Vermont,Vermont,11,July 9 - July 14,20.7,15.2,27.1,15.2 - 27.1,17.7-24.0
Symptoms of Depressive Disorder,By State,Virginia,Virginia,11,July 9 - July 14,24,19.9,28.5,19.9 - 28.5,17.7-24.0
Symptoms of Depressive Disorder,By State,Washington,Washington,11,July 9 - July 14,27.2,23.7,30.9,23.7 - 30.9,24.1-27.2
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,11,July 9 - July 14,29.4,25.4,33.5,25.4 - 33.5,27.3-30.7
